Game,Month,Year,Avg,Peak
Tom Clancy's Rainbow Six Siege,May ,2018,63092.81,142362
Tom Clancy's Rainbow Six Siege,April ,2018,64263.44,124813
Tom Clancy's Rainbow Six Siege,March ,2018,83112.29,176208
Tom Clancy's Rainbow Six Siege,February ,2018,68796.24,125133
Tom Clancy's Rainbow Six Siege,January ,2018,63474.82,109103
Tom Clancy's Rainbow Six Siege,December ,2017,59411.66,100433
Tom Clancy's Rainbow Six Siege,November ,2017,41483.67,99110
Tom Clancy's Rainbow Six Siege,October ,2017,31618.81,59895
Tom Clancy's Rainbow Six Siege,September ,2017,36448.87,69988
Tom Clancy's Rainbow Six Siege,August ,2017,33923.18,73641
Tom Clancy's Rainbow Six Siege,July ,2017,28378.64,47328
Tom Clancy's Rainbow Six Siege,June ,2017,24083.72,43057
Tom Clancy's Rainbow Six Siege,May ,2017,23804.07,43606
Tom Clancy's Rainbow Six Siege,April ,2017,24975.95,47040
Tom Clancy's Rainbow Six Siege,March ,2017,26079.63,47994
Tom Clancy's Rainbow Six Siege,February ,2017,30568.27,65189
Tom Clancy's Rainbow Six Siege,January ,2017,20706.7,34616
Tom Clancy's Rainbow Six Siege,December ,2016,17176.87,30859
Tom Clancy's Rainbow Six Siege,November ,2016,15355.49,42265
Tom Clancy's Rainbow Six Siege,October ,2016,10591.93,19467
Tom Clancy's Rainbow Six Siege,September ,2016,10411.69,18099
Tom Clancy's Rainbow Six Siege,August ,2016,13971.23,32084
Tom Clancy's Rainbow Six Siege,July ,2016,10854.23,39382
Tom Clancy's Rainbow Six Siege,June ,2016,9002.74,15295
Tom Clancy's Rainbow Six Siege,May ,2016,7069.7,14447
Tom Clancy's Rainbow Six Siege,April ,2016,7643.56,29170
Tom Clancy's Rainbow Six Siege,March ,2016,6125.46,11234
Tom Clancy's Rainbow Six Siege,February ,2016,9263.47,16044
Tom Clancy's Rainbow Six Siege,January ,2016,10244.29,20006
Tom Clancy's Rainbow Six Siege,December ,2015,7941.45,18130
Rocket League,February ,2021,53723.01,103429
Rocket League,January ,2021,59449.16,112482
Rocket League,December ,2020,65765.07,135714
Rocket League,November ,2020,67550.39,128577
Rocket League,October ,2020,72355.61,140667
Rocket League,September ,2020,53108.19,146902
Rocket League,August ,2020,41201.98,70357
Rocket League,July ,2020,41893.27,71681
Rocket League,June ,2020,41136.6,72502
Rocket League,May ,2020,45615.55,79770
Rocket League,April ,2020,54133.15,100771
Rocket League,March ,2020,48445.13,119124
Rocket League,February ,2020,40592.15,80454
Rocket League,January ,2020,41923.12,81639
Rocket League,December ,2019,39973.71,80213
Rocket League,November ,2019,32519.97,60075
Rocket League,October ,2019,33048.79,68388
Rocket League,September ,2019,30338.37,59529
Rocket League,August ,2019,31006.72,57617
Rocket League,July ,2019,34768.81,65907
Rocket League,June ,2019,35466.57,69615
Rocket League,May ,2019,34608.96,69472
Rocket League,April ,2019,32594.36,67493
Rocket League,March ,2019,31435.93,61242
Rocket League,February ,2019,31841.03,62023
Rocket League,January ,2019,34320.88,64262
Rocket League,December ,2018,35315.53,67952
Rocket League,November ,2018,32858.99,63278
Rocket League,October ,2018,34714.24,67221
Rocket League,September ,2018,35890.2,75882
Rocket League,August ,2018,30807.02,55817
Rocket League,July ,2018,36623.52,82303
Rocket League,June ,2018,32067.31,64307
Rocket League,May ,2018,27809.87,66081
Rocket League,April ,2018,30214.75,60632
Rocket League,March ,2018,31200.08,63578
Rocket League,February ,2018,32428.13,62492
Rocket League,January ,2018,32583.13,60535
Rocket League,December ,2017,35983.93,65275
Rocket League,November ,2017,30787.97,60120
Rocket League,October ,2017,36249.81,73684
Rocket League,September ,2017,31315.43,70230
Rocket League,August ,2017,30287.68,52612
Rocket League,July ,2017,35005.62,68232
Rocket League,June ,2017,32661.75,64075
Rocket League,May ,2017,33273.94,82254
Rocket League,April ,2017,34683.2,65384
Rocket League,March ,2017,33763.69,74330
Rocket League,February ,2017,33265.25,61648
Rocket League,January ,2017,35232.83,69669
Rocket League,December ,2016,35187.88,70352
Rocket League,November ,2016,29231.05,55526
Rocket League,October ,2016,31774.27,59526
Rocket League,September ,2016,32689.19,79304
Rocket League,August ,2016,27556.29,48136
Rocket League,July ,2016,29447.91,58676
Rocket League,June ,2016,26120.83,55029
Rocket League,May ,2016,25541.31,58210
Rocket League,April ,2016,29199.3,102684
Rocket League,March ,2016,24542.79,45882
Rocket League,February ,2016,25698.97,50359
Rocket League,January ,2016,24187.59,46114
Rocket League,December ,2015,20397.42,44875
Rocket League,November ,2015,16276.41,37175
Rocket League,October ,2015,16709.27,32204
Rocket League,September ,2015,17439.88,34391
Rocket League,August ,2015,19144.34,35686
Rocket League,July ,2015,10789.62,29027
Rocket League,June ,2015,1.92,25
Path of Exile,February ,2021,46919.9,90539
Path of Exile,January ,2021,47685.61,157091
Path of Exile,December ,2020,12697.63,36730
Path of Exile,November ,2020,17842.89,37936
Path of Exile,October ,2020,38437.27,75814
Path of Exile,September ,2020,32050.11,121595
Path of Exile,August ,2020,18829.49,38067
Path of Exile,July ,2020,34840.9,64732
Path of Exile,June ,2020,30079.25,125432
Path of Exile,May ,2020,18854.3,39620
Path of Exile,April ,2020,39235.06,73985
Path of Exile,March ,2020,42332.85,132508
Path of Exile,February ,2020,17581.66,41010
Path of Exile,January ,2020,39978.76,84600
Path of Exile,December ,2019,41688.04,117757
Path of Exile,November ,2019,12076.74,24832
Path of Exile,October ,2019,14907.46,31634
Path of Exile,September ,2019,25260.17,74653
Path of Exile,August ,2019,10943.65,25500
Path of Exile,July ,2019,26414.26,53530
Path of Exile,June ,2019,48491.09,113258
Path of Exile,May ,2019,13104.09,33842
Path of Exile,April ,2019,18953.84,40773
Path of Exile,March ,2019,35984.73,111114
Path of Exile,February ,2019,14212.75,33488
Path of Exile,January ,2019,36766.27,77233
Path of Exile,December ,2018,51321.88,123462
Path of Exile,November ,2018,14546.23,27484
Path of Exile,October ,2018,19520.61,39108
Path of Exile,September ,2018,36108.86,75484
Path of Exile,August ,2018,13004.31,75364
Path of Exile,July ,2018,19985.68,42784
Path of Exile,June ,2018,42051.05,95824
Path of Exile,May ,2018,15657,42316
Path of Exile,April ,2018,21416.57,45570
Path of Exile,March ,2018,36504.62,81781
Path of Exile,February ,2018,12815.64,27843
Path of Exile,January ,2018,26181.87,51656
Path of Exile,December ,2017,30957.38,70314
Path of Exile,November ,2017,10933.53,28475
Path of Exile,October ,2017,14870.82,31448
Path of Exile,September ,2017,28679.63,60597
Path of Exile,August ,2017,46477.36,98110
Path of Exile,July ,2017,9032.2,17660
Path of Exile,June ,2017,10099.82,18274
Path of Exile,May ,2017,10923.39,19390
Path of Exile,April ,2017,17342.3,34829
Path of Exile,March ,2017,28219.33,65200
Path of Exile,February ,2017,10793.92,18905
Path of Exile,January ,2017,16478.72,30442
Path of Exile,December ,2016,23766,46807
Path of Exile,November ,2016,8549.98,15690
Path of Exile,October ,2016,11993.74,23384
Path of Exile,September ,2016,16543.96,33220
Path of Exile,August ,2016,5043.76,8356
Path of Exile,July ,2016,7425.06,13960
Path of Exile,June ,2016,11733.93,26111
Path of Exile,May ,2016,5700.75,11266
Path of Exile,April ,2016,10619.47,22159
Path of Exile,March ,2016,16752.61,37266
Path of Exile,February ,2016,5953.71,10241
Path of Exile,January ,2016,9702.54,18744
Path of Exile,December ,2015,9699.81,22345
Path of Exile,November ,2015,4745.88,10025
Path of Exile,October ,2015,5819.86,11805
Path of Exile,September ,2015,5676.56,10759
Path of Exile,August ,2015,11254.87,23239
Path of Exile,July ,2015,13529.23,32284
Path of Exile,June ,2015,4032.39,6689
Path of Exile,May ,2015,5417.41,9818
Path of Exile,April ,2015,5249.5,9761
Path of Exile,March ,2015,4873.11,9857
Path of Exile,February ,2015,5473.61,9982
Path of Exile,January ,2015,7171.77,12184
Path of Exile,December ,2014,6516.11,13689
Path of Exile,November ,2014,4336.33,8257
Path of Exile,October ,2014,5839.72,10832
Path of Exile,September ,2014,9192.63,19303
Path of Exile,August ,2014,7828.96,24493
Path of Exile,July ,2014,4137.7,6922
Path of Exile,June ,2014,3900.81,6713
Path of Exile,May ,2014,4485.12,8630
Path of Exile,April ,2014,5785.36,10266
Path of Exile,March ,2014,8593.97,19489
Path of Exile,February ,2014,6003.51,11782
Path of Exile,January ,2014,8356.92,15468
Path of Exile,December ,2013,10365.44,19838
Path of Exile,November ,2013,16265.71,32066
Path of Exile,October ,2013,19346.91,34371
Football Manager 2021,February ,2021,53572.39,91247
Football Manager 2021,January ,2021,55982.74,93775
Football Manager 2021,December ,2020,51566.79,89937
Football Manager 2021,November ,2020,38659.84,84149
ARK: Survival Evolved,February ,2021,61785.58,98637
ARK: Survival Evolved,January ,2021,63160.05,92006
ARK: Survival Evolved,December ,2020,56324.05,86471
ARK: Survival Evolved,November ,2020,56425.6,98433
ARK: Survival Evolved,October ,2020,41760,71828
ARK: Survival Evolved,September ,2020,45240.48,73081
ARK: Survival Evolved,August ,2020,47770.61,75208
ARK: Survival Evolved,July ,2020,57163.99,90664
ARK: Survival Evolved,June ,2020,59435.7,97813
ARK: Survival Evolved,May ,2020,60918.07,101631
ARK: Survival Evolved,April ,2020,82091.26,125636
ARK: Survival Evolved,March ,2020,87738.7,157355
ARK: Survival Evolved,February ,2020,53394.18,138648
ARK: Survival Evolved,January ,2020,45655.85,74200
ARK: Survival Evolved,December ,2019,40473.32,66043
ARK: Survival Evolved,November ,2019,36183.73,62857
ARK: Survival Evolved,October ,2019,31256.23,54069
ARK: Survival Evolved,September ,2019,34210.82,56829
ARK: Survival Evolved,August ,2019,43146.76,70047
ARK: Survival Evolved,July ,2019,47442.55,75524
ARK: Survival Evolved,June ,2019,43532.02,83446
ARK: Survival Evolved,May ,2019,33224.1,55915
ARK: Survival Evolved,April ,2019,32627.89,54895
ARK: Survival Evolved,March ,2019,33546.95,56169
ARK: Survival Evolved,February ,2019,32446.72,52697
ARK: Survival Evolved,January ,2019,36177.7,58388
ARK: Survival Evolved,December ,2018,42992.14,76351
ARK: Survival Evolved,November ,2018,51906.05,106170
ARK: Survival Evolved,October ,2018,29337.62,49049
ARK: Survival Evolved,September ,2018,28288.19,49072
ARK: Survival Evolved,August ,2018,32497.43,50789
ARK: Survival Evolved,July ,2018,45060.2,70823
ARK: Survival Evolved,June ,2018,41794.49,79451
ARK: Survival Evolved,May ,2018,31404.34,50021
ARK: Survival Evolved,April ,2018,34418.28,58344
ARK: Survival Evolved,March ,2018,38309.15,64647
ARK: Survival Evolved,February ,2018,41955.97,71259
ARK: Survival Evolved,January ,2018,49018.06,86640
ARK: Survival Evolved,December ,2017,46473.28,85894
ARK: Survival Evolved,November ,2017,34137.79,63378
ARK: Survival Evolved,October ,2017,37636.82,68570
ARK: Survival Evolved,September ,2017,43690.15,78303
ARK: Survival Evolved,August ,2017,34847.2,57421
ARK: Survival Evolved,July ,2017,41812.09,72455
ARK: Survival Evolved,June ,2017,47080.74,76482
ARK: Survival Evolved,May ,2017,37352.26,66342
ARK: Survival Evolved,April ,2017,42206.47,73857
ARK: Survival Evolved,March ,2017,41052.97,75022
ARK: Survival Evolved,February ,2017,53134.72,100723
ARK: Survival Evolved,January ,2017,46440.81,76879
ARK: Survival Evolved,December ,2016,36022.81,67651
ARK: Survival Evolved,November ,2016,31316.81,54698
ARK: Survival Evolved,October ,2016,32923.02,59524
ARK: Survival Evolved,September ,2016,37334.83,67157
ARK: Survival Evolved,August ,2016,35210.62,60039
ARK: Survival Evolved,July ,2016,39067.7,69764
ARK: Survival Evolved,June ,2016,42386.9,71194
ARK: Survival Evolved,May ,2016,39182.24,78089
ARK: Survival Evolved,April ,2016,35385.63,63900
ARK: Survival Evolved,March ,2016,35664.04,63069
ARK: Survival Evolved,February ,2016,37747.59,65577
ARK: Survival Evolved,January ,2016,39054.41,67018
ARK: Survival Evolved,December ,2015,32092.93,55946
ARK: Survival Evolved,November ,2015,32862.44,59880
ARK: Survival Evolved,October ,2015,38020.88,64516
ARK: Survival Evolved,September ,2015,35498.3,60299
ARK: Survival Evolved,August ,2015,45057.02,84838
ARK: Survival Evolved,July ,2015,46764.79,74888
ARK: Survival Evolved,June ,2015,42871.49,80162
ARK: Survival Evolved,May ,2015,5.28,28
Destiny 2,February ,2021,59394.05,131640
Destiny 2,January ,2021,44864.92,79290
Destiny 2,December ,2020,67000.69,139723
Destiny 2,November ,2020,99899.97,241843
Destiny 2,October ,2020,50809.4,93741
Destiny 2,September ,2020,53312.41,97247
Destiny 2,August ,2020,64263.74,122520
Destiny 2,July ,2020,68439.75,122236
Destiny 2,June ,2020,77550.23,213681
Destiny 2,May ,2020,51837.42,76476
Destiny 2,April ,2020,66219.64,100645
Destiny 2,March ,2020,77571.4,117425
Destiny 2,February ,2020,63048.62,93065
Destiny 2,January ,2020,65955.1,108724
Destiny 2,December ,2019,92170.98,138593
Destiny 2,November ,2019,107955.77,195407
Destiny 2,October ,2019,165307.82,292314
Sid Meier's Civilization VI,February ,2021,41715.13,68161
Sid Meier's Civilization VI,January ,2021,36731.49,65951
Sid Meier's Civilization VI,December ,2020,32816.95,55126
Sid Meier's Civilization VI,November ,2020,33946.42,53338
Sid Meier's Civilization VI,October ,2020,32493.92,54203
Sid Meier's Civilization VI,September ,2020,31139.08,54546
Sid Meier's Civilization VI,August ,2020,33710.97,53037
Sid Meier's Civilization VI,July ,2020,37644.69,64392
Sid Meier's Civilization VI,June ,2020,39799.04,60936
Sid Meier's Civilization VI,May ,2020,41792.36,76439
Sid Meier's Civilization VI,April ,2020,43558.23,70298
Sid Meier's Civilization VI,March ,2020,35834.93,66455
Sid Meier's Civilization VI,February ,2020,30070.95,49558
Sid Meier's Civilization VI,January ,2020,32745.53,55195
Sid Meier's Civilization VI,December ,2019,29679.81,51209
Sid Meier's Civilization VI,November ,2019,23640.35,42632
Sid Meier's Civilization VI,October ,2019,24954.09,44349
Sid Meier's Civilization VI,September ,2019,21842.94,36440
Sid Meier's Civilization VI,August ,2019,22745.93,35714
Sid Meier's Civilization VI,July ,2019,26017.47,42115
Sid Meier's Civilization VI,June ,2019,21863.4,38968
Sid Meier's Civilization VI,May ,2019,23746.31,40585
Sid Meier's Civilization VI,April ,2019,24275.05,43605
Sid Meier's Civilization VI,March ,2019,35119.27,64714
Sid Meier's Civilization VI,February ,2019,41695.61,93889
Sid Meier's Civilization VI,January ,2019,26721.18,47654
Sid Meier's Civilization VI,December ,2018,26756.61,47729
Sid Meier's Civilization VI,November ,2018,20466.88,44167
Sid Meier's Civilization VI,October ,2018,18062.55,31109
Sid Meier's Civilization VI,September ,2018,16817.78,36267
Sid Meier's Civilization VI,August ,2018,16604.36,27635
Sid Meier's Civilization VI,July ,2018,17653.15,28117
Sid Meier's Civilization VI,June ,2018,16495.24,28232
Sid Meier's Civilization VI,May ,2018,17178.07,30006
Sid Meier's Civilization VI,April ,2018,18458.56,31934
Sid Meier's Civilization VI,March ,2018,23396.86,42674
Sid Meier's Civilization VI,February ,2018,33383.23,79739
Sid Meier's Civilization VI,January ,2018,24494.88,42773
Sid Meier's Civilization VI,December ,2017,20156.27,35057
Sid Meier's Civilization VI,November ,2017,16304.86,28877
Sid Meier's Civilization VI,October ,2017,15183.7,30229
Sid Meier's Civilization VI,September ,2017,14059.3,25116
Sid Meier's Civilization VI,August ,2017,15663.95,27107
Sid Meier's Civilization VI,July ,2017,16390.29,29988
Sid Meier's Civilization VI,June ,2017,14475.75,26115
Sid Meier's Civilization VI,May ,2017,15461.46,27893
Sid Meier's Civilization VI,April ,2017,16457.99,29569
Sid Meier's Civilization VI,March ,2017,17493.03,31826
Sid Meier's Civilization VI,February ,2017,18554.36,34856
Sid Meier's Civilization VI,January ,2017,22798.32,44417
Sid Meier's Civilization VI,December ,2016,24448.75,41959
Sid Meier's Civilization VI,November ,2016,40282.56,84765
Sid Meier's Civilization VI,October ,2016,85934.24,162314
PAYDAY 2,February ,2021,26164.82,44327
PAYDAY 2,January ,2021,29201.19,54841
PAYDAY 2,December ,2020,30042.9,56740
PAYDAY 2,November ,2020,31999.64,57837
PAYDAY 2,October ,2020,29746.94,54123
PAYDAY 2,September ,2020,28495.77,45610
PAYDAY 2,August ,2020,31718.94,46799
PAYDAY 2,July ,2020,30649.83,48473
PAYDAY 2,June ,2020,29398.47,56703
PAYDAY 2,May ,2020,35338.15,61728
PAYDAY 2,April ,2020,25319.54,39419
PAYDAY 2,March ,2020,21027.94,36273
PAYDAY 2,February ,2020,18555.42,31830
PAYDAY 2,January ,2020,20294.08,39376
PAYDAY 2,December ,2019,24293.44,37817
PAYDAY 2,November ,2019,28520.82,56187
PAYDAY 2,October ,2019,11366.29,27181
PAYDAY 2,September ,2019,9533.44,15128
PAYDAY 2,August ,2019,10991.91,17440
PAYDAY 2,July ,2019,14420.25,23207
PAYDAY 2,June ,2019,9656.1,18877
PAYDAY 2,May ,2019,9289.78,21198
PAYDAY 2,April ,2019,7923.24,13599
PAYDAY 2,March ,2019,7694.13,12873
PAYDAY 2,February ,2019,8544.67,14436
PAYDAY 2,January ,2019,9556.7,15172
PAYDAY 2,December ,2018,13910.37,22339
PAYDAY 2,November ,2018,14515.53,24849
PAYDAY 2,October ,2018,12563.07,21503
PAYDAY 2,September ,2018,12398.73,20667
PAYDAY 2,August ,2018,16014.57,23537
PAYDAY 2,July ,2018,23875.53,38734
PAYDAY 2,June ,2018,25880.28,40947
PAYDAY 2,May ,2018,26969.03,48832
PAYDAY 2,April ,2018,28489.83,90893
PAYDAY 2,March ,2018,31802.64,58940
PAYDAY 2,February ,2018,33034.63,51694
PAYDAY 2,January ,2018,32810.9,55630
PAYDAY 2,December ,2017,36786.11,57345
PAYDAY 2,November ,2017,37052.26,57822
PAYDAY 2,October ,2017,43218.68,92426
PAYDAY 2,September ,2017,36370,56590
PAYDAY 2,August ,2017,41585.08,62561
PAYDAY 2,July ,2017,55126.4,99900
PAYDAY 2,June ,2017,80779.88,247628
PAYDAY 2,May ,2017,8958.99,16274
PAYDAY 2,April ,2017,16205.8,52906
PAYDAY 2,March ,2017,7164.58,13400
PAYDAY 2,February ,2017,10786.49,26869
PAYDAY 2,January ,2017,9812.31,20706
PAYDAY 2,December ,2016,9658.08,20295
PAYDAY 2,November ,2016,10628.98,25703
PAYDAY 2,October ,2016,14543.49,41053
